gene_symbol,PEMN_1,PEMN_2,PEMN_3,PEMN_4,PIMN_1,PIMN_2,PIMN_3,PIMN_4,PIMN_5,PIN_1,PIN_2,PSN,PSVN_1,PSVN_2,Glia_1,Glia_2,Glia_3,Glia_4,Glia_5,Glia_6
IRF1,8740,10092,2321,8258,13154,15591,5448,3465,8148,3782,1033,15110,345,237,13212,11713,11029,10169,15240,15977
IRF2,13986,8648,3219,7329,15427,13200,6539,15056,15571,4672,6114,4314,13472,12117,1184,4317,1813,958,864,1059
IRF2BP1,2637,10139,15426,944,6536,1153,15563,5735,5450,2608,2500,13890,3145,8422,12379,13799,13253,13038,13609,14136
IRF2BP2,4771,11222,15734,1289,5980,148,10920,11610,1780,6868,2725,10922,4803,14913,12838,11666,12413,6057,13209,14181
IRF2BPL,3300,10390,14431,1497,6670,1125,14157,10417,1238,10572,2523,11800,3512,14034,10074,12050,11114,10484,11839,11592
IRF3,1528,14903,3196,8555,6334,8033,4930,12290,1107,5423,13923,15712,8648,5864,11004,7254,9706,2395,10779,11437
IRF4,5923,11959,3397,4177,1714,6541,1443,5492,15845,15692,14354,1299,8633,306,15051,12179,15288,15709,3442,14557
IRF5,541,4411,66,15962,5221,13169,6641,6729,9773,7404,933,10046,11089,15229,12319,10350,12967,9276,10885,11099
IRF6,11219,13940,1500,14170,13058,14680,13293,16156,14598,604,1879,325,2123,1912,12899,13302,11583,12556,12058,12012
IRF7,447,12828,1594,2129,13789,4143,12644,2950,1737,3053,15715,15575,302,3280,12577,12218,13598,12567,15531,15686
IRF8,7881,3602,2405,14589,2487,15269,960,4544,7975,77,8665,11701,2887,15676,10591,14842,13761,13775,13670,6926
IRGM,3006,13212,14154,5676,14506,16178,163,3220,4920,2163,754,722,10845,15230,14157,13232,14295,12689,12945,14434
IRS1,13275,6229,6980,14670,2486,12698,12729,1779,12991,12887,7798,6954,8010,5941,1203,13934,7263,5208,2788,577
IRS2,7265,5579,14098,4545,11749,4733,14296,15709,8434,2237,1585,5466,1557,15138,10099,11412,7366,2439,10235,12677
IRX4,15989,325,11430,6100,14703,8292,706,3499,14594,7687,14694,114,917,15287,12561,13035,9543,9591,9078,9013
ISCA1,4560,9863,14541,1919,5798,3064,14542,10737,2826,6815,2633,14594,3891,7544,10299,12356,12118,10291,11270,11759
ISCA2,4800,15173,12820,1388,2014,3336,15020,7100,1783,11316,3726,12526,1940,9406,10556,11193,11035,13458,9813,10772
ISCU,2863,14707,15135,4700,3539,1779,15638,10989,1299,6061,4100,9966,4599,10927,7870,10023,9691,9242,10689,10652
ISG15,2107,3217,7706,3144,4047,2692,16194,7325,3355,8533,4352,12608,9251,8885,10338,11560,11124,11658,12236,12984
ISG20,14296,7561,12299,9881,367,12446,7834,303,5739,9843,188,12681,13947,204,9633,11368,10827,9978,15979,15238
ISG20L2,15486,13447,11096,1638,7786,3151,12504,7555,7069,11046,3018,10134,12355,13390,932,798,828,4847,13426,6128
ISLR,12319,7671,9118,218,848,7056,13984,15143,42,252,15773,97,16075,1050,15614,15960,14602,7354,14639,14941
ISLR2,10359,3124,990,3150,7840,3437,2659,3108,1143,14742,4739,16058,12318,9228,13882,14596,14419,14568,14591,14445
ISM1,14665,3536,2162,10301,1162,16174,5201,1541,7807,5651,13876,11200,1398,2881,10971,11391,11577,14099,8913,10342
ISM2,14328,14163,8854,13909,4773,14154,8584,1960,8475,14741,10880,1986,9163,4551,5194,4903,5739,5988,4588,3436
ISOC1,9594,14877,2570,2264,13232,3387,8820,12633,980,1558,4343,16187,4971,6040,12887,13979,13650,13340,13678,13800
ISOC2,908,9713,12478,5841,9026,3779,13148,8897,1017,8843,4259,15645,5019,3796,11896,13269,12701,12597,12199,12386
ISPD,10763,5254,5573,12048,14396,6847,4311,10118,14124,9582,15059,5245,12966,11484,4421,1888,2445,1169,717,466
IST1,10148,12833,11689,8997,11374,5610,11977,11352,9266,8910,10440,8718,11849,10428,1329,1233,1610,2311,1052,1161
ISY1-RAB43,15658,15123,2680,11722,1653,11660,1151,122,7196,5059,13444,12476,265,14426,9105,8402,8409,6523,10684,11402
ISYNA1,14077,1129,889,7685,13313,7829,3670,7627,2223,8795,2546,15951,14302,14089,14287,6317,7506,12862,8457,10299
ITCH,7326,8068,7293,12736,3443,11952,3886,11393,14032,12120,10823,7004,10088,9872,9549,2303,7892,1769,1290,263
ITFG1,9759,10835,8461,7734,13666,6975,8542,12731,9245,10490,13079,9460,12662,8766,9097,308,1611,326,1533,2237
ITFG2,13951,8672,5384,14050,859,13131,3438,2750,13319,13966,14269,4993,11208,5365,5110,7794,4003,6565,2388,2844
ITFG3,9655,13640,3610,15976,11283,12922,2522,11646,7347,8307,14547,6030,7853,4227,537,3678,2426,3915,5544,2044
ITGA1,551,282,1447,1831,59,4276,6519,166,5444,542,6337,2941,207,7294,16134,16188,16266,15903,16045,15695
ITGA10,14764,2363,1995,10096,9795,15956,7369,684,10641,12367,2229,7016,4141,13791,4469,14524,4438,9456,9278,6978
ITGA11,16121,15452,1101,6141,654,15296,2406,2239,4612,14327,3166,3997,15031,9895,7894,14626,2809,9930,6557,4330
ITGA2,1953,1136,284,3706,361,10076,844,436,5786,5554,1151,3378,1792,2019,16267,16120,16198,16132,15567,15406
ITGA2B,5077,3239,13837,9976,7740,11031,2196,10239,14773,12469,13307,3916,4495,9765,7616,3595,3703,9136,3005,4485
ITGA3,6006,9927,12659,7478,10294,7436,13964,14391,8505,3936,11218,6513,12691,12471,499,2404,1343,2524,3290,3055
ITGA4,1811,1116,2099,15413,10103,12770,10090,114,5340,2406,23,123,5492,3518,16245,15766,16015,15790,10378,16026
ITGA5,4140,191,7682,4734,2794,12653,13604,9076,1653,15676,8454,7478,3710,3505,9197,14689,7902,2893,15496,15290
ITGA6,14785,15737,577,868,12079,6414,12594,15762,8873,1600,2889,3724,14933,15785,8191,11163,7916,3851,3912,8606
ITGA7,15160,15411,2666,7266,13593,6526,2296,10066,6191,1959,1013,15926,10603,9836,6561,9934,7476,7342,8242,9808
ITGA8,4246,2615,11143,14227,495,14988,3115,1073,11650,14563,8022,4129,5799,461,15435,1151,13530,15094,11815,15461
ITGA9,11834,10744,2374,11204,7887,15707,6823,3702,15299,12926,7159,4553,12089,1807,4998,11688,9733,15698,23,1623
ITGAD,5164,2177,3180,16089,2315,9884,1046,3298,11112,8621,15043,11271,2421,5419,10883,10136,10153,12761,10254,6706
ITGAE,10411,8348,10409,12224,3110,13034,11123,2671,10828,13990,10737,8139,5538,3853,4784,4818,4854,10732,4750,3416
ITGAL,11383,4385,7144,13448,1074,13833,8699,1099,15733,8990,14911,2923,12648,4484,4516,5836,6874,10487,5397,5074
ITGAM,2046,16118,721,15022,10801,15106,3209,2939,13085,11660,4053,5412,10638,569,12502,12249,9523,12437,11960,7833
ITGAV,134,30,3415,1942,4224,2302,3594,8031,8816,1363,3664,8846,15861,16043,15008,15887,15573,547,15874,15300
ITGAX,12055,10575,12322,13819,8343,14634,4128,1179,13445,9587,15294,1934,4279,525,9532,11354,8265,11424,6907,6931
ITGB1,7261,11457,14330,3327,5983,3124,13858,13249,1684,5165,3286,12878,4414,13516,7594,11390,8432,5687,10621,10041
ITGB1BP1,2097,10279,14513,7870,6932,2241,13515,9823,7290,5402,10332,11935,3315,11274,4544,8169,5498,4343,8932,5880
ITGB2,13627,755,2766,15126,6857,11078,12325,7400,3242,10157,9275,15052,2964,264,9230,12568,11421,6728,11983,13803
ITGB2-AS1,1372,13828,4531,571,2158,15964,1112,7543,5744,543,14700,14031,1893,1799,14160,13474,13817,15879,14725,14329
ITGB3BP,13458,12773,6114,10684,4364,13747,3014,7274,12415,12460,13684,6695,11945,5069,7095,4876,3274,5252,207,35
ITGB4,10952,887,2800,997,443,4767,132,2347,1450,1469,2782,284,401,5086,16032,16254,16262,16142,15981,15694
ITGB5,13860,8416,16012,14836,1212,8915,1960,1696,4484,8030,15296,3316,10371,4321,9460,9948,9850,9272,7602,8229
ITGB6,8675,3428,2869,11456,15803,12204,7068,10506,11314,15097,7038,9353,10373,2069,2945,6082,6009,5442,4562,4072
ITGB7,15138,14045,1828,2016,145,12118,11766,3721,13812,14006,173,10559,13593,177,14442,12800,15776,8539,14657,8699
ITGB8,8123,6547,9218,816,11383,1447,1491,5711,1051,1380,16229,182,2946,2417,15314,16145,15850,13974,15817,13031
ITGBL1,7851,2015,868,2703,10265,5828,4446,6659,8204,1951,4068,2153,16262,16112,12397,13372,13393,13423,13288,12983
ITIH1,13298,9462,2440,10816,518,14062,7132,2228,6524,4494,608,14312,16185,728,11733,10435,8023,13664,8770,15510
ITIH2,14386,2302,10587,6502,2880,12267,8316,521,8330,15426,11791,3345,5736,12683,7891,7584,10100,9280,6105,7746
ITIH4,10557,1961,607,14207,13128,5056,2086,4534,861,3070,14204,16114,11909,9969,11690,12791,12549,10517,11926,13466
ITIH5,617,86,3903,3065,29,13829,5867,275,6024,8963,15508,1857,465,2817,15080,16215,15988,14977,15753,14980
ITIH6,11127,6478,763,13783,13362,8772,5122,3530,16035,14095,14727,4800,8062,112,13448,5718,9683,14240,7630,9948
ITK,12161,10866,2056,8705,1358,15379,2018,1434,13088,14106,13882,8091,437,5245,10858,9221,10034,15280,6334,4745
ITLN1,2712,1119,7894,963,3668,16236,13316,10217,8212,809,2531,7983,3207,2365,15232,15245,15114,15615,13215,13169
ITLN2,14859,13167,3931,13501,1821,10875,14378,6895,13758,15324,1535,238,1639,1641,13054,12456,10486,12841,11164,11086
ITM2A,4387,1660,469,1410,14594,12960,15698,2385,16244,1082,3301,7213,4716,2886,14503,15124,15300,15109,14031,15621
ITM2B,5613,13445,10500,1889,5670,2482,14437,14344,1686,3807,5387,14812,4451,10675,10169,10904,10442,8094,9593,10179
ITM2C,3555,6068,7392,1502,5079,1917,16141,15088,2069,2372,2250,10513,4994,14614,11282,13089,12146,11709,12761,13157
ITPA,10897,4352,11046,2339,10887,13121,7876,6050,14950,1945,10187,10999,10670,14108,3197,4773,6893,5908,3699,3648
ITPK1,6232,5292,4211,818,14820,7934,12306,15982,11756,1857,1198,11272,14886,12408,13039,13062,12231,1853,5166,786
ITPK1-AS1,123,588,27,2076,13411,15771,2094,13240,7455,2217,1564,7482,16153,11815,15057,15067,15723,16204,3637,1633
ITPKA,5180,1460,3153,2629,9018,3498,9073,5491,12852,16228,10323,2402,5766,4126,13213,14142,13839,13754,14087,14054
ITPKB,361,260,3111,691,778,7017,1290,70,5625,12630,8710,8843,4569,3922,15716,15341,15160,9519,16244,16047
ITPKC,4747,3961,2425,7171,8091,11145,2027,7203,8984,11331,6264,5303,510,5095,3215,2070,1259,3619,15938,16263
ITPR1,13339,7663,1480,740,14859,10575,10319,10957,6158,15074,6196,12710,10835,7225,1957,13125,4358,3599,9057,2504
ITPR2,10200,6543,11887,14651,14960,10944,8329,13902,14405,4896,11758,3167,11296,5518,5654,656,54,3035,213,5642
ITPR3,2696,88,786,4155,43,11238,2334,377,7847,10898,7086,6192,133,1169,16144,16118,16222,12321,15738,15736
ITPRIP,15799,15912,53,29,15784,11974,12852,10950,10098,7712,15,738,9,3373,15644,12957,15616,15429,15641,15950
ITSN1,4108,5578,12012,8422,9694,5803,8518,11668,8315,9596,13922,10404,12907,9720,1456,5620,8146,1198,5609,211
ITSN2,12335,10356,7579,12480,12076,7571,5588,9252,11156,9908,11610,7891,14217,12951,2681,2495,1599,1485,27,325
IVD,5405,10423,14395,4647,5278,3925,13084,12781,7362,10852,5157,9759,878,12588,9174,7774,11893,6109,5789,4242
IVNS1ABP,13114,15310,1876,1835,13896,1772,2111,11379,570,8033,3046,6947,15859,16089,6509,9672,10750,4879,9933,10021
IWS1,14584,12620,9529,10856,10784,10546,5431,8399,13381,8177,8500,9032,10894,11089,1308,616,1941,1450,198,3813
IYD,15200,13970,1548,7184,9134,11657,7882,1490,16273,700,2151,404,2569,2117,14274,15178,14281,16076,15563,15112
IZUMO1,14297,15656,1715,4022,7739,13753,4912,1744,15413,6596,14440,9978,13309,191,10054,6465,5210,11953,8696,4987
IZUMO2,15619,15651,15766,7719,8846,14403,4090,1041,13574,4980,6969,2360,3021,731,9352,11104,9576,13023,8892,9076
IZUMO4,2085,726,5148,2445,9706,3440,11779,7337,15542,11846,14996,11209,9487,4195,7026,10050,6978,8989,9376,9617
JADE1,9230,12311,14235,13211,1779,6124,9128,10165,3663,14642,11165,5078,8092,7631,7699,8108,6670,3244,3533,2700
JADE2,8224,10086,7929,6299,10330,5293,14366,11764,9040,2609,8679,14605,6743,8718,6538,7855,7841,5024,1973,4132
JADE3,12017,2574,10810,14045,4656,13975,7530,4855,14930,11602,9853,4011,11076,7061,10866,707,3259,5943,1878,4005
JAG1,10896,741,8884,175,8836,350,3150,8671,87,13,15423,511,13447,15888,15843,15925,14811,2582,15921,15908
JAG2,5715,12220,15849,9243,8021,211,13557,9466,2119,2570,9247,13271,8005,4726,8500,10432,9924,9374,10573,10529
JAGN1,1290,11055,14079,1104,2699,3873,15653,10125,3454,8217,1643,11483,1793,12252,11682,12219,11946,11787,11467,13006
JAK1,9878,10901,1281,1959,14688,3236,8236,13752,6890,6912,7222,14989,14899,14142,7342,4873,6366,2118,5893,6338
JAK2,8196,4521,4614,8393,15209,7846,9869,11321,14994,13952,12557,5031,11722,7076,1352,3699,1828,1816,2329,2358
JAK3,3923,14964,13705,9609,2348,13727,4856,4563,4377,9959,14624,8534,861,7629,7624,4352,5507,7318,7037,6942
JAKMIP1,10223,11316,7662,7767,15017,5607,11347,14259,8943,8091,7715,12593,10969,6962,679,1724,1369,3578,2768,2480
JAKMIP2,14397,12748,5135,13766,15061,6882,6505,13080,9764,3282,13920,8494,14181,9344,274,4306,139,926,96,495
JAKMIP3,9123,8744,12258,7125,15517,1031,3726,10982,14925,9353,14128,6087,14353,7325,726,2610,2006,2872,3643,3039
JAM2,7184,2780,16215,12436,2639,9391,3952,1966,5705,3970,15498,2133,6755,2801,13425,13422,13879,13990,13051,12588
JAM3,7266,14250,5041,10439,11389,4649,7537,12993,10164,10567,12708,6591,14392,13600,376,1218,461,800,2601,3805
JARID2,1213,524,9436,12727,7349,6277,7949,8132,14642,12336,14304,7352,5615,6457,13525,288,6704,251,14615,14392
JAZF1,9862,6556,8286,13316,15913,8792,9027,14878,13592,5228,10865,5664,11873,7308,1964,1399,475,695,539,2432
JDP2,887,7045,3943,6323,4615,1591,11385,15190,16070,4683,10628,8287,236,9511,3065,6254,9788,1055,15426,15370
JHDM1D-AS1,2283,977,14924,851,15756,297,10378,16084,5528,742,2299,442,16238,2214,14838,15157,14672,15142,14489,15355
JKAMP,2968,11135,14010,4404,10700,3271,14297,12298,3017,2821,4223,14902,3062,8678,9747,11180,11522,8272,10375,9405
JMJD1C,15221,14428,5633,12252,15098,8698,4628,11413,12700,9174,13087,2464,13606,10264,406,604,34,193,4213,3135
JMJD1C-AS1,14294,15807,11748,921,3514,351,8296,1726,272,13708,15932,3931,3065,2313,13304,14342,12847,13992,13099,14541
JMJD4,6994,9621,4683,778,5151,995,11672,13677,8832,3630,11651,13044,4195,15458,8013,7913,9966,5997,7822,8999
JMJD6,7448,14932,6044,4987,7952,11842,14901,13600,12959,4988,8567,6885,9093,9120,1777,1761,1044,3670,3673,2193
JMJD8,7213,8003,5632,4372,3296,164,16182,13223,1541,2586,4967,12979,13939,9543,12019,12046,11069,7746,10064,12315
JMY,9436,14329,6429,9298,11743,4629,8333,12000,5347,7979,13895,9167,10959,14477,3958,1587,2060,1207,4224,146
JOSD1,11791,13895,13886,8419,7384,891,12060,15382,7230,2290,8158,10848,1260,11363,2786,5827,4814,1817,13866,6581
JOSD2,2303,5855,8604,1022,6576,2754,15496,7451,4491,3363,5406,15760,8958,8012,11504,12729,12397,11584,12609,13070
JPH1,14092,14934,8948,5320,7572,1021,2128,6840,13287,8240,14887,3606,9189,14438,12330,13,132,1818,6372,15689
JPH2,6515,6481,661,13433,5229,15112,3357,6680,3851,16089,4714,4733,10589,4417,11658,12918,12909,12378,10031,12425
JPH3,10161,10437,5233,8322,11824,4865,11515,12966,5842,8126,8216,13056,10205,13990,865,2593,1956,4287,3344,3250
JPH4,4428,5417,9465,8135,11755,3797,11940,10450,8902,6866,10697,13912,6122,11351,1697,5101,3964,4999,5727,5618
JPX,12126,14522,6960,10537,15512,12474,2205,13398,12135,11456,10529,3796,4163,9633,11026,107,2682,859,925,2230
JRKL,10962,7164,13784,5501,970,12917,8881,5419,7833,10861,7704,13604,2242,5496,8226,9043,8888,9169,5625,7094
JSRP1,13077,9173,4784,15484,4845,13252,11296,4582,13779,14450,8701,2781,8265,296,6982,6814,6446,10900,6384,7190
JTB,8881,11886,14455,3320,4086,5621,15026,6596,2971,8888,1730,12694,3649,11054,7143,9638,8482,11080,9876,10067
JUN,542,10883,15046,7068,1623,89,11025,13559,251,5083,4923,8784,314,15661,14231,14545,14146,14867,12434,12751
JUNB,9948,16070,11892,1947,9427,12035,15233,11777,8743,2005,410,2932,947,11638,1768,8944,5128,7155,14253,14085
JUND,3607,13159,10723,1508,8840,264,14232,14741,2266,6672,2241,12262,4874,14538,8169,10917,9310,6781,12848,12264
JUP,11390,10621,13648,12119,10307,13316,11473,8175,8374,13118,8315,5003,4949,4267,2237,2727,2471,8389,1194,3253
KAL1,7521,2014,16116,6162,520,14632,5541,573,6517,5900,14048,1935,10754,247,14450,11101,13734,7302,15801,15636
KALRN,11429,9294,4516,9515,15292,8473,9415,14026,13023,8353,11669,3579,15510,12135,583,178,68,2267,119,2762
KANK1,9068,2869,6670,3649,99,10366,6799,617,15828,14010,14274,1903,7693,6146,15960,12246,11091,8394,2616,13857
KANK2,9017,4105,1883,14333,5428,15428,3045,7535,14554,14650,9782,3781,2894,5619,1884,14862,5625,6393,5238,6337
KANK3,7947,8601,369,8381,1149,15251,14770,827,3609,9947,6912,14542,4013,6710,13623,11657,13109,13064,10653,12719
KANK4,9427,5078,1423,3719,7309,5441,2096,2937,2441,12647,4808,16209,9678,4268,14085,15602,14707,14914,14498,14451
KANSL1,11445,9789,5789,11275,14675,7493,3971,14028,12216,7008,13230,6607,13185,12425,10489,6831,4168,252,9,15
KANSL1-AS1,14929,8863,3835,1176,8334,3726,5896,5371,1477,16253,2914,4807,3954,2635,14724,14773,15209,15157,14490,14603
KANSL1L,13096,15109,8961,13460,12715,6211,1343,9544,8924,7338,14575,8265,11760,8577,7873,843,2064,739,113,3316
KANSL2,14439,10066,4441,1989,11763,10812,6557,10033,6789,15746,13398,4372,6024,7946,2168,6540,3944,2486,5327,8081
KANSL3,1223,3386,11364,6929,10748,7405,4966,14061,12066,5066,10676,11833,6993,14139,7749,6081,5631,2113,5813,6363
KARS,2825,4309,7707,9062,9171,8879,12706,9873,7759,2702,8638,15731,9346,5029,7320,8172,6928,8467,7387,8444
KAT2A,820,914,13222,13007,2936,4108,4539,5940,12133,15038,14177,3655,9852,9099,7898,6302,7307,10434,10390,9754
KAT2B,731,3788,13094,14577,916,1964,1233,1964,3989,5386,15553,14041,2260,2063,15613,15292,15229,12226,11848,12655
KAT5,5950,11518,15028,5682,5515,7754,14828,12809,11263,4435,8943,8762,10274,4157,2749,5921,2626,5956,6099,6060
KAT6A,6408,8553,9165,7378,14205,7919,3798,13591,8442,9770,8608,11121,10982,13478,5772,5284,3302,57,8462,6234
KAT6B,321,2182,4232,3330,11885,10964,6995,13444,15149,10860,10857,4265,14447,14206,15554,2863,7505,670,324,5598
KAT7,519,6105,14444,9009,12752,4488,11431,10191,4175,10385,5975,14307,6729,5459,9993,11408,8495,5389,7531,8745
KAT8,9898,8652,7850,13950,11499,7593,8846,13158,12609,12743,12636,6057,13416,2322,2457,2921,3985,1460,5449,784
KATNA1,15333,8898,5972,12763,11337,10252,9077,8313,15735,13065,5889,4932,6060,4833,2913,3259,3763,4316,2432,2543
KATNAL1,6441,6262,3754,7201,16004,11025,11333,15932,13116,3654,8270,3879,14313,12299,442,7258,1226,1732,984,713
KATNAL2,13438,14491,10242,11219,13942,9693,6005,12237,15742,3407,11162,3728,13256,6530,3592,431,1706,2107,561,1314
KATNB1,12702,13806,7984,8738,7748,3967,9680,5574,5324,1789,10100,14062,2439,15505,5061,7278,5314,8962,6056,6669
KATNBL1,1067,2402,4424,12391,11446,9200,3355,13686,15129,12227,11683,8279,8388,8719,1403,149,13668,1148,14884,2015
KAZN,15580,15447,3228,12921,14953,9068,4139,11637,10482,2836,4027,4765,15855,14046,2415,97,62,2575,377,5520
KBTBD11,6449,4508,12069,2163,1893,2278,12742,6324,3407,5377,1999,15225,6625,14797,11948,11590,12739,12314,13184,13300
KBTBD12,14229,4138,5538,14420,15378,11438,6448,1087,10228,13875,12892,8477,11561,3878,2188,1027,1469,8884,3008,4101
KBTBD2,6905,8334,12895,3515,13413,1456,14309,13391,1556,1731,9334,11417,2807,15316,6322,9243,7275,5040,9154,12405
KBTBD3,11603,3960,10054,3335,11751,7586,10219,13159,5419,12325,3633,12983,2490,13000,8179,8360,7045,7335,3246,5394
KBTBD4,15301,10246,11084,9037,4789,7865,7647,14880,9731,12916,13222,3221,6434,7054,597,3415,916,9872,293,1765
KBTBD6,2188,8940,12160,1850,3887,1464,13663,13245,2117,9822,5574,13024,1705,13980,9152,11238,10317,10162,11173,11061
KBTBD7,3120,9592,7903,725,7832,362,15825,11640,1654,3347,4266,15103,7660,11313,10667,11827,13444,14172,12052,12370
KCMF1,7463,4126,9207,10956,10435,5503,9263,13943,12483,12197,8974,8303,5868,12140,1507,1753,2047,838,7576,9597
KCNA1,16060,15890,12769,16076,15112,9108,7973,12656,92,374,1234,174,1226,1389,14099,14143,15487,13640,14452,10070
KCNA2,6848,12648,10842,761,3698,301,14468,15468,697,10669,2544,12806,4126,8530,13163,14719,13616,6592,12240,9925
KCNA5,13248,16236,5888,1674,6506,1047,2293,5514,637,15672,3692,2957,5510,3135,13592,14715,14962,15259,14327,14353
KCNA7,7830,3215,1510,3601,4219,8500,3704,3314,2360,16179,15656,3424,8819,2537,13537,14371,14630,15166,13903,14625
KCNAB1,4739,5684,5693,9659,3105,5079,6590,5854,11025,3373,15025,15109,12054,9084,5485,7252,6126,7166,6444,6607
KCNAB2,12673,15685,15636,9988,6277,7718,10938,5763,7253,2668,14943,5426,1324,5154,5168,5527,3452,8635,4401,5221
KCNAB3,16022,577,2706,493,13609,3587,4563,8747,16193,13780,1544,1609,15885,1652,12580,13597,14418,10050,12487,13718
KCNB1,10025,14306,15263,12970,10099,6310,8642,7721,6863,5539,8765,11021,6483,8886,965,4351,2628,4355,4282,4244
KCNB2,13482,8427,3471,5145,6743,1499,11867,8439,15115,4214,14880,10997,14888,9348,845,3501,2246,4027,3906,4007
KCNC1,1805,1179,2910,1134,14017,5854,16055,15923,15526,10844,7384,2120,2334,2813,11218,12654,12046,11789,12505,13331
KCNC2,2799,2570,1025,893,15831,7802,13408,15378,16106,2985,7067,1907,15555,13878,5421,7818,7198,7858,7913,7595
KCNC3,2763,5060,3535,8033,13343,649,1770,6246,12714,15519,14127,10394,13948,4949,6290,7439,7325,7025,7646,10093
KCNC4,8630,9647,12905,3459,4528,2032,10279,11925,4315,15051,12619,10449,953,3389,8258,10256,10015,9433,9957,9822
KCND1,10030,1213,355,5455,11935,6767,4982,3965,4165,15737,2674,14583,3464,13002,12886,14252,14619,14603,13384,13369
KCND2,1145,616,5193,6004,15135,6911,11313,11742,14638,4336,13691,814,16105,14766,2155,5403,4150,5922,5829,5792
KCND3,10703,1992,15860,14514,8187,7853,7807,3112,4393,13313,14291,4887,3785,3405,6443,10572,9292,7969,9808,9614
KCNE1,7025,155,2861,12583,1428,13333,10511,3893,13602,15881,6140,3974,1348,3503,13521,9067,11736,15102,14131,14724
KCNE2,6963,3224,10132,84,13246,13757,6972,5855,10116,14543,9325,9631,15041,3480,11882,3709,10008,7993,8776,4805
KCNE3,14334,16267,1120,5265,1691,3928,8717,6096,14933,5596,1449,4126,10607,1576,13710,13933,12261,13387,12370,13739
